symptom	subset	pos_w_symptom	pos_wo_symptom	neg_w_symptom	neg_wo_symptom	pos_w_vs_wo	neg_w_vs_wo	OR	OR_95_lower	OR_95_higher	P	Test result	FDR
Abdominal pain	Individuals with at
least one symptom	180	631	1087	2956	0.285261489698891	0.367726657645467	0.77580982488165	0.6456	0.9308	0.0057512028066132	Sig.	0.00920192449058113
Diarrhea	Individuals with at
least one symptom	226	585	1286	2757	0.386324786324786	0.466449038810301	0.828277935515428	0.6998	0.9817	0.0276760910140955	Sig.	0.0385058657587416
Productive cough	Individuals with at
least one symptom	56	755	322	3721	0.0741721854304636	0.0865358774522978	0.857153546037671	0.6352	1.1546	0.350403481451245	Not sig.	0.386652117463443
Pink eye	Individuals with at
least one symptom	94	717	534	3509	0.131101813110181	0.152180108292961	0.861518865574552	0.6804	1.0874	0.228629568678662	Not sig.	0.261290935632757
Shortness breath	Individuals with at
least one symptom	199	612	1081	2962	0.32516339869281	0.364956110735989	0.890974972410504	0.747	1.063	0.205489013380318	Not sig.	0.243542534376673
Extremities redness pain	Individuals with at
least one symptom	68	743	373	3670	0.0915208613728129	0.101634877384196	0.900506144381742	0.6798	1.1817	0.50311143356169	Not sig.	0.536652195799137
Sore throat	Individuals with at
least one symptom	303	508	1501	2542	0.596456692913386	0.590479937057435	1.01012212543941	0.8629	1.1809	0.904972684879032	Not sig.	0.904972684879032
Headache	Individuals with at
least one symptom	508	303	2494	1549	1.67656765676568	1.61007101355713	1.04129800777992	0.891	1.2185	0.6346532790589	Not sig.	0.655125965480155
Fatigue	Individuals with at
least one symptom	494	317	2333	1710	1.5583596214511	1.36432748538012	1.14218660675359	0.9771	1.3363	0.0935298957315464	Not sig.	0.115113717823442
Rhinorrhea	Individuals with at
least one symptom	353	458	1625	2418	0.770742358078603	0.672043010752688	1.14682806638605	0.9828	1.3368	0.0782628638161325	Not sig.	0.10017646568465
Abdominal pain	Full dataset
(including those without symptoms)	180	1087	1087	8411	0.165593376264949	0.129235524907859	1.28129776520344	1.0769	1.522	0.00530839131954018	Sig.	0.00894044853817293
Productive cough	Full dataset
(including those without symptoms)	56	1211	322	9176	0.046242774566474	0.0350915431560593	1.31773611386248	0.9841	1.7583	0.073220123439526	Not sig.	0.0976268312527014
Dry cough	Individuals with at
least one symptom	428	383	1838	2205	1.11749347258486	0.833560090702948	1.34053232463901	1.1524	1.5611	0.000155433790526217	Sig.	0.000276326738713275
Pink eye	Full dataset
(including those without symptoms)	94	1173	534	8964	0.0801364023870418	0.0595716198125837	1.34516797648758	1.0654	1.696	0.0126988820865846	Sig.	0.0193506774652717
Diarrhea	Full dataset
(including those without symptoms)	226	1041	1286	8212	0.217098943323727	0.156600097418412	1.38627986865014	1.1849	1.6225	6.0659018914375e-05	Sig.	0.000114181682662353
Extremities redness pain	Full dataset
(including those without symptoms)	68	1199	373	9125	0.0567139282735613	0.0408767123287671	1.38738793392356	1.057	1.8154	0.0190585612540121	Sig.	0.0277215436421994
Shortness breath	Full dataset
(including those without symptoms)	199	1068	1081	8417	0.186329588014981	0.128430557205655	1.45076185184281	1.2305	1.7105	1.64905531707685e-05	Sig.	3.29811063415369e-05
Myalgia	Individuals with at
least one symptom	441	370	1813	2230	1.19189189189189	0.813004484304933	1.46589352024097	1.2597	1.7087	7.62014125129566e-07	Sig.	1.62563013360974e-06
Sore throat	Full dataset
(including those without symptoms)	303	964	1501	7997	0.314315352697095	0.187695385769664	1.67451081652005	1.4521	1.9307	3.3993124133402e-12	Sig.	7.7698569447776e-12
Fever	Individuals with at
least one symptom	291	520	950	3093	0.559615384615385	0.307145166505011	1.82181616582759	1.546	2.1442	9.42769348736935e-13	Sig.	2.51405159663183e-12
Cold	Individuals with at
least one symptom	360	451	1214	2829	0.798226164079823	0.429126899964652	1.85992014279941	1.5924	2.1756	5.86271779806448e-15	Sig.	1.87606969538063e-14
Rhinorrhea	Full dataset
(including those without symptoms)	353	914	1625	7873	0.386214442013129	0.206401625809729	1.87113011197152	1.6329	2.1414	7.76819765383043e-19	Sig.	2.76202583247304e-18
Headache	Full dataset
(including those without symptoms)	508	759	2494	7004	0.669301712779974	0.356082238720731	1.87957945472291	1.6639	2.1225	1.50271054175139e-23	Sig.	6.01084216700554e-23
Taste loss	Individuals with at
least one symptom	225	586	675	3368	0.383959044368601	0.20041567695962	1.91555980012393	1.6027	2.2813	1.45394855616851e-12	Sig.	3.57895029210711e-12
Smell loss	Individuals with at
least one symptom	261	550	788	3255	0.474545454545455	0.242089093701997	1.95993649774541	1.6546	2.3165	1.18739212512098e-14	Sig.	3.45423163671558e-14
Fatigue	Full dataset
(including those without symptoms)	494	773	2333	7165	0.639068564036222	0.325610607117934	1.96259418136313	1.7341	2.2199	3.71537126588039e-26	Sig.	1.69845543583104e-25
Dry cough	Full dataset
(including those without symptoms)	428	839	1838	7660	0.510131108462455	0.239947780678851	2.12584832242212	1.8703	2.4173	2.75715633093486e-29	Sig.	1.47048337649859e-28
Myalgia	Full dataset
(including those without symptoms)	441	826	1813	7685	0.533898305084746	0.235914118412492	2.26290404659391	1.9939	2.5702	1.86127644154334e-34	Sig.	1.48902115323467e-33
Fever	Full dataset
(including those without symptoms)	291	976	950	8548	0.298155737704918	0.111137108095461	2.6824525982112	2.3137	3.112	2.56038084330607e-35	Sig.	2.73107289952648e-34
Cold	Full dataset
(including those without symptoms)	360	907	1214	8284	0.396912899669239	0.146547561564462	2.70810233479102	2.3596	3.1072	2.77682628060653e-42	Sig.	8.88584409794091e-41
Taste loss	Full dataset
(including those without symptoms)	225	1042	675	8823	0.215930902111324	0.0765045902754165	2.82209157662848	2.3899	3.3335	6.37871525942512e-31	Sig.	4.08237776603208e-30
Smell loss	Full dataset
(including those without symptoms)	261	1006	788	8710	0.259443339960239	0.0904707233065442	2.86733403730958	2.4522	3.3462	6.85685591184421e-36	Sig.	1.09709694589507e-34
